index_df	Restaurant_id	Price Range	Cuisine Style
8444	24292	$	['Cafe, European, Swedish']
8445	24296	None	['Chinese']
8449	24303	None	['Indian']
8452	24311	None	['American']
8454	24317	$	['Chinese, Asian']
8455	24319	$$ - $$$	['Greek, Mediterranean']
8457	24322	$$ - $$$	['Healthy, Fast Food']
8459	24334	$$ - $$$	['Steakhouse, Bar, Barbecue, Pub']
8460	24335	None	None
8461	24336	$$ - $$$	['Lunch, Dinner']
8466	24349	None	['European, Czech']
8471	24359	$	['Takeout, Reservations, Seating, Television, Serves Alcohol, Full Bar, Cash Only, Free Wifi']
8473	24362	None	None
8474	24370	None	['Cafe']
8477	24379	$$ - $$$	['French']
8482	24396	None	None
8483	24397	None	None
8486	24409	$	['American, Fast Food']
8489	24415	$$ - $$$	['Spanish']
8499	24440	$	['Italian, Pizza']
8501	24443	$$ - $$$	['European, Portuguese']
8502	24449	$$ - $$$	['International, Eastern European, European, Central European']
8505	24454	None	['Bar, Pub']
8507	24464	None	['Thai']
8508	24466	None	None
8510	24472	$$ - $$$	['Cafe']
8511	24481	None	None
8515	24494	None	['Italian, International']
8522	24517	$	['Grill, Cafe']
8525	24528	None	None
8526	24531	$	['Fast Food']
8530	24550	None	None
8532	24553	$	['Asian, Vietnamese']
8533	24555	$	['Pizza, Fast Food']
8534	24562	None	None
8535	24563	$$ - $$$	['Japanese, Bar, Cafe, Sushi, Pub']
8538	24569	None	None
8542	24576	None	['Spanish']
8546	24585	$	['Middle Eastern, Pizza, Turkish']
8549	24593	None	['French']
8553	24615	None	None
8566	24653	None	['Italian']
8568	24661	None	None
8572	24670	$$ - $$$	['Breakfast, Lunch, Dinner']
8573	24676	$$ - $$$	['International, Portuguese, European']
8575	24684	None	None
8576	24685	$	['British']
8580	24689	None	None
8586	24716	$$ - $$$	['Italian, Southern-Italian']
8587	24721	None	['Mexican']
8596	24745	None	None
8601	24762	None	None
8603	24765	$$ - $$$	['Italian']
8604	24768	$$ - $$$	['Reservations, Outdoor Seating, Buffet']
8605	24769	None	None
8606	24771	None	None
8610	24785	None	None
8611	24792	$$ - $$$	['Greek']
8612	24793	$$ - $$$	['Vegetarian Friendly']
8614	24800	$$ - $$$	['Late Night, Drinks']
8616	24805	$$ - $$$	['Cafe']
8621	24816	$	['Italian, Northern-Italian, Central-Italian, Southern-Italian']
8631	24838	None	None
8633	24847	None	['American']
8641	24870	$	['European, Portuguese']
8645	24877	None	['Asian']
8649	24888	$$ - $$$	['Latin, Asian, Korean, Mediterranean, Spanish']
8650	24893	None	None
8653	24898	$	['Spanish']
8654	24899	None	None
8658	24912	$$ - $$$	['Belgian, European']
8660	24921	None	None
8662	24926	$$ - $$$	['Indonesian, Asian']
8663	24927	$	['American, Fast Food']
8666	24931	$	['Asian, Vietnamese, Chinese']
8669	24935	None	None
8677	24961	None	None
8680	24970	$$ - $$$	['Greek']
8681	24973	$	['Indian, Sri Lankan']
8686	24985	None	['Chinese, Sushi']
8687	24987	None	['Cafe']
8688	24990	$	['Fast Food, Greek']
8692	25008	$$ - $$$	['Seating, Wheelchair Accessible']
8698	25029	$$ - $$$	['Sushi, Asian, Japanese']
8700	25032	$$ - $$$	['Chinese, Japanese, Sushi, Asian']
8701	25034	None	None
8702	25037	None	['Asian']
8706	25050	$	['Takeout']
8709	25065	$	['Portuguese, Fast Food, European']
8713	25074	None	None
8714	25077	None	['Pizza, Italian']
8715	25078	$	['Asian, Indonesian']
8716	25080	$$ - $$$	['Seafood, Greek']
8723	25102	None	['European, Portuguese']
8725	25107	$	['Italian, Fast Food']
8728	25119	None	None
8731	25123	$$ - $$$	['Mediterranean, European, Spanish']
8736	25130	None	['Sushi, Asian, Japanese']
8738	25137	$$ - $$$	['Moroccan, Mediterranean, Healthy, Middle Eastern, Arabic']
8740	25142	$$ - $$$	['European']
8748	25167	None	['Cafe']
8752	25174	None	None
8754	25181	None	['Greek']
8756	25185	None	['French']
8759	25191	$	['Japanese, Sushi, Asian']
8764	25208	None	['Moroccan, Mediterranean']
8766	25212	None	None
8767	25215	$$ - $$$	['Chinese']
8769	25220	$$ - $$$	['German']
8770	25221	$	['Italian, Spanish, Argentinean']
8775	25239	None	None
8776	25242	None	['Cafe']
8777	25243	None	None
8780	25249	None	None
8785	25261	None	None
8790	25275	$	['Middle Eastern']
8791	25277	$$ - $$$	['Vegetarian Friendly, Vegan Options']
8798	25304	$	['Deli, Fast Food']
8799	25305	$$ - $$$	['French']
8800	25311	None	None
8801	25313	$$ - $$$	['Spanish']
8806	25331	$$ - $$$	['Chinese, Japanese, Seafood, Sushi, Asian']
8809	25337	None	['French, Cafe, Deli']
8814	25347	$$ - $$$	['Spanish']
8816	25351	$	['Sushi']
8818	25356	None	None
8825	25365	$$ - $$$	['Spanish']
8826	25373	$$ - $$$	['Cafe, Healthy']
8830	25387	None	None
8831	25390	$$ - $$$	['German, Cafe, European, Central European']
8832	25392	None	['Italian']
8834	25400	$	['Italian, Pizza']
8835	25405	None	None
8837	25408	None	None
8839	25415	None	None
8845	25424	$$ - $$$	['Pizza']
8849	25432	$$ - $$$	['French']
8858	25459	None	None
8859	25461	None	None
8863	25477	$$ - $$$	['French']
8864	25480	None	None
8865	25484	$	['Lunch, Dinner']
8868	25491	None	None
8869	25492	$$ - $$$	['Dutch, Bar, European, Pub']
8874	25510	None	None
8875	25521	$$ - $$$	['Spanish, Mediterranean, Diner']
8879	25530	$$ - $$$	['Brunch']
8880	25533	$$ - $$$	['Mediterranean, Spanish']
8884	25544	$$ - $$$	['Turkish']
8885	25545	$	['Bar, Pub, Italian']
8887	25551	None	['American']
8892	25566	None	None
8895	25588	$	['European']
8898	25599	$$ - $$$	['Cafe, Indian, European']
8903	25614	$$ - $$$	['German, Mediterranean']
8905	25617	$$ - $$$	['Bar, Spanish']
8917	25644	None	['German, Grill']
8920	25655	None	None
8924	25664	$	['Breakfast, Brunch']
8926	25670	$$ - $$$	['French, European']
8927	25674	None	None
8931	25690	None	None
8932	25694	None	['American, British']
8937	25709	None	None
8949	25729	None	['French, Turkish']
8954	25749	None	['French']
8955	25755	None	None
8958	25759	$$ - $$$	['French']
8967	25778	None	None
8968	25781	None	None
8969	25782	$$ - $$$	['Italian, Pizza']
8970	25790	$	['Portuguese, Cafe, European']
8971	25793	None	None
8972	25797	None	None
8979	25811	$$ - $$$	['Brazilian, Austrian, European, British, Czech, Steakhouse, South American']
8980	25814	$$ - $$$	['Lunch, Dinner']
8983	25820	None	['Italian, Northern-Italian']
8986	25829	None	['Indian']
8991	25836	None	None
8998	25869	$$ - $$$	['Austrian, European']
8999	25876	$$ - $$$	['Italian']
9000	25877	None	['Greek']
9004	25896	None	['Mexican, American']
9020	25942	$$ - $$$	['French, European']
9023	25948	$	['Spanish, Cafe, International, Healthy, Fruit parlours']
9028	25960	None	['European, Portuguese']
9029	25965	None	None
9031	25970	None	None
9037	25981	None	['European']
9038	25985	None	['Turkish']
9040	25991	None	None
9045	26010	$$ - $$$	['Spanish']
9050	26020	None	['Belgian, European']
9051	26021	$	['Spanish']
9054	26040	$	['Italian, Healthy']
9055	26041	None	['European']
9058	26046	$	['German, Austrian, European, Central European']
9059	26048	$	['Spanish']
9064	26061	None	None
9065	26064	None	['Italian']
9066	26067	$	['Asian, Vietnamese']
9075	26095	$	['European, Portuguese']
9081	26113	None	None
9082	26114	None	None
9086	26132	$	['American']
9089	26141	None	None
9090	26145	None	['Italian, Pizza']
9095	26157	None	None
9096	26158	None	None
9098	26165	$$ - $$$	['American']
9099	26171	None	['Italian, Pizza, Seafood']
9100	26173	$$ - $$$	['Spanish']
9102	26178	$$ - $$$	['Breakfast, Lunch, Dinner, Brunch']
9103	26180	None	None
9104	26184	$	['Pizza, Italian']
9106	26189	None	None
9107	26190	None	None
9111	26209	$	['Lunch, Dinner']
9115	26218	$$ - $$$	['Lunch, Dinner']
9116	26228	None	None
9117	26231	$$ - $$$	['Middle Eastern, Persian']
9125	26256	None	None
9130	26274	$$$$	['Cafe']
9135	26286	None	None
9138	26297	None	['Pizza, Italian, Fast Food']
9139	26298	$$ - $$$	['Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian']
9146	26318	$$ - $$$	['Vegetarian Friendly, Vegan Options, Gluten Free Options']
9149	26326	$	['Dutch, Cafe, European']
9158	26357	None	None
9159	26361	$$ - $$$	['French']
9160	26366	None	['European, Healthy']
9164	26375	$$ - $$$	['Cafe, European']
9168	26389	None	None
9174	26405	$$ - $$$	['Dinner, Brunch']
9180	26422	None	None
9182	26425	None	None
9183	26428	$$ - $$$	['Italian, Pizza, Mediterranean']
9185	26431	None	None
9187	26434	$$ - $$$	['Lunch, Dinner']
9188	26436	$$ - $$$	['Lunch, Dinner']
9191	26443	$$ - $$$	['Lunch, Dinner']
9193	26446	None	None
9196	26455	None	None
9198	26463	$$ - $$$	['French']
9199	26464	None	['Italian']
9204	26478	None	['Moroccan, Mediterranean']
9209	26489	$	['Lunch, Dinner']
9213	26503	None	['International']
9214	26504	None	None
9215	26505	None	['Sushi']
9216	26508	None	None
9221	26515	None	None
9223	26518	None	None
9224	26520	$	['Fast Food']
9225	26521	$	['Cafe']
9226	26526	None	['International, Spanish']
9230	26537	None	['Mediterranean, Spanish, Cafe, Deli']
9232	26545	$$ - $$$	['French, European']
9233	26546	None	None
9235	26549	None	['Italian']
9238	26553	None	['Japanese, Sushi, Asian']
9241	26572	None	['Irish']
9242	26573	None	None
9243	26576	None	None
9245	26582	$$ - $$$	['Mediterranean, Spanish']
9246	26583	$	['Chinese, Japanese, Sushi, Asian']
9257	26609	None	['European, Scandinavian']
9259	26616	None	None
9260	26619	$$ - $$$	['Mediterranean, Spanish']
9263	26627	None	None
9266	26636	None	None
9273	26665	None	None
9274	26671	None	['European, British']
9275	26672	$$ - $$$	['Lunch']
9276	26673	None	['Fast Food']
9278	26676	None	['European, Czech']
9281	26692	$$ - $$$	['Asian']
9293	26726	None	['Sushi']
9295	26736	None	['Italian']
9296	26738	None	None
9302	26751	None	['Irish']
9303	26752	$$ - $$$	['German, Bar, Pub, Central European, European']
9304	26760	None	['European, Czech']
9308	26787	None	['Chinese']
9309	26788	$$ - $$$	['French, American, Cafe, International']
9313	26799	$	['Bar, Pub, Spanish, Mediterranean']
9318	26822	None	['American']
9327	26853	$$ - $$$	['European']
9331	26869	$$ - $$$	['German']
9336	26875	None	None
9339	26884	None	None
9342	26896	$	['Dinner, Drinks']
9344	26904	$$ - $$$	['Portuguese, European']
9350	26925	None	['Chinese']
9351	26936	None	None
9354	26943	$$ - $$$	['Austrian, Central European, European']
9356	26951	None	None
9357	26953	None	['French, Spanish, Wine Bar']
9359	26961	None	['Cafe']
9360	26966	None	None
9362	26969	None	['Asian, Chinese']
9364	26973	None	None
9366	26979	None	None
9367	26981	None	['Cafe']
9368	26983	None	None
9369	26986	$$ - $$$	['German, Austrian, European, Central European']
9370	26992	None	None
9374	26997	$	['Bar, European, Pub']
9376	27008	None	None
9377	27014	None	None
9378	27015	$$ - $$$	['Cafe']
9379	27018	None	['Italian, Pizza']
9380	27022	$$ - $$$	['European, German, International']
9384	27029	None	['European, Central European']
9385	27031	None	None
9386	27035	$$ - $$$	['European, Central European']
9388	27044	None	['Cafe']
9391	27048	None	['European, Swedish']
9392	27050	$	['Japanese']
9395	27059	None	None
9399	27069	$	['Russian, Cafe']
9401	27079	None	None
9407	27094	$$ - $$$	['Belgian, European']
9408	27095	None	None
9410	27103	None	['Spanish']
9414	27116	None	['Cafe']
9416	27120	None	None
9418	27125	None	None
9419	27130	None	None
9420	27134	None	['Turkish']
9428	27173	None	['Asian']
9429	27174	$	['Italian']
9433	27183	$$ - $$$	['Chinese']
9435	27185	None	['International, European, Slovenian']
9439	27192	None	['European, Czech']
9441	27205	None	None
9446	27223	None	['Spanish']
9449	27233	$	['Deli, Fast Food']
9454	27250	None	None
9458	27265	None	['African']
9461	27274	$$ - $$$	['European, Portuguese']
9465	27285	None	['Irish']
9467	27287	$	['Cafe']
9471	27306	None	['Cafe']
9472	27307	None	None
9473	27311	$$ - $$$	['French, European']
9474	27313	$	['Bar, Pub']
9477	27318	None	None
9484	27337	None	None
9490	27355	None	None
9492	27362	None	['Bar, Pub']
9498	27405	$	['Grill, Pizza, Portuguese, European']
9501	27410	None	['Pub']
9503	27428	$	['Cafe']
9506	27433	None	['Thai']
9510	27440	None	None
9511	27441	None	None
9512	27443	$$ - $$$	['Dinner']
9515	27460	None	['Japanese']
9520	27473	$$ - $$$	['Italian, French, Pizza, Mediterranean, European']
9523	27481	None	None
9527	27498	None	None
9529	27500	None	['Seafood']
9530	27503	None	None
9536	27513	None	['American']
9539	27516	$	['Italian, Pizza, International, Middle Eastern']
9543	27528	$	['Asian, Healthy']
9544	27529	None	['American']
9545	27531	$$ - $$$	['Mediterranean, Spanish']
9548	27536	$$ - $$$	['Spanish']
9550	27541	None	None
9562	27578	$	['Bar, Pub']
9563	27580	$$ - $$$	['Italian']
9564	27581	$	['Spanish']
9568	27592	$$ - $$$	['Italian']
9570	27596	None	None
9571	27599	$$ - $$$	['Lunch, Dinner']
9572	27600	$$ - $$$	['Italian, Pizza, Seafood, Mediterranean, Grill']
9573	27601	None	['Italian']
9580	27619	None	None
9585	27635	None	['Deli']
9586	27637	$$ - $$$	['Spanish']
9590	27646	$$ - $$$	['Italian']
9591	27649	None	None
9596	27660	None	None
9600	27671	$$ - $$$	['Romana, Lazio, Central-Italian, Italian, Bar, Pub']
9601	27677	None	None
9603	27684	None	None
9609	27699	$$ - $$$	['German, Cafe, Deli, Diner, Wine Bar, Central European']
9611	27701	$	['Portuguese, European']
9612	27705	$$ - $$$	['Polish, International, European, Soups']
9614	27719	None	['Cafe, Deli']
9620	27740	None	None
9634	27793	$$ - $$$	['Dinner']
9639	27801	$	['Cafe, British, Fast Food']
9641	27809	None	None
9642	27810	$	['Reservations']
9648	27823	None	['Italian, Cafe, Greek, Healthy, Street Food']
9650	27827	$$ - $$$	['Bar, Cafe, European, Pub, Diner, Gastropub']
9652	27838	None	None
9656	27843	$$ - $$$	['Cafe, European']
9657	27845	None	['Pizza']
9658	27850	$	['Chinese, Asian']
9660	27858	$	['Pizza']
9664	27865	$	['Dinner']
9666	27867	None	None
9667	27869	None	None
9674	27899	None	['Italian']
9675	27908	None	None
9676	27910	None	None
9678	27913	None	['Fast Food']
9679	27915	$$ - $$$	['Lunch, Dinner']
9684	27934	None	None
9685	27936	None	None
9688	27944	None	['Vietnamese']
9692	27954	None	None
9696	27965	$	['Portuguese, European']
9704	28008	$$ - $$$	['Lunch']
9707	28011	$$ - $$$	['Japanese, Asian, Vietnamese']
9708	28013	None	None
9709	28017	None	['Brew Pub, Pub']
9717	28044	None	None
9720	28048	$$ - $$$	['Dinner']
9721	28050	None	None
9724	28053	None	['Indian']
9725	28055	$	['Cafe']
9727	28057	$$ - $$$	['Dinner, Late Night, Drinks']
9734	28077	None	None
9738	28083	$	['Fast Food, European, Swedish']
9742	28098	$	['Fast Food']
9744	28100	$$ - $$$	['Dinner']
9745	28104	$$ - $$$	['Vegetarian Friendly']
9750	28123	None	None
9752	28129	None	['Bar, Pub']
9757	28141	None	['Pizza']
9758	28144	$$ - $$$	['European']
9759	28146	$	['Cafe']
9763	28155	$$ - $$$	['Table Service']
9767	28163	None	['Chinese']
9769	28173	None	None
9771	28176	None	['Chinese, Asian']
9779	28213	None	['Italian']
9780	28216	$$ - $$$	['European, Portuguese']
9781	28220	$$ - $$$	['African, Ethiopian']
9795	28263	None	None
9798	28276	None	None
9801	28283	$	['Cafe']
9802	28286	$	['Lunch, Dinner']
9809	28296	$$ - $$$	['Spanish']
9811	28299	None	['Nepali, Asian']
9812	28303	None	None
9817	28311	None	None
9821	28317	$	['Mexican, Latin, Spanish, South American, Central American']
9822	28318	$	['British']
9825	28322	$$ - $$$	['Lunch, Dinner, Drinks']
9830	28337	$	['Italian, Pizza']
9834	28359	None	['Belgian, European']
9836	28363	None	None
9841	28371	None	['Cafe, Fast Food, International, Soups']
9845	28380	$$ - $$$	['Chinese, Asian, Seafood']
9847	28385	None	['Japanese']
9851	28394	$$ - $$$	['Portuguese, Cafe, European']
9855	28407	$$ - $$$	['European, Czech']
9856	28408	$$ - $$$	['Takeout']
9861	28420	None	None
9863	28430	$	['Japanese, Thai, Vietnamese']
9864	28436	None	['Barbecue']
9866	28444	$	['Lunch, Dinner']
9867	28445	$	['Seafood']
9871	28451	None	None
9872	28452	$$ - $$$	['European, Czech']
9873	28461	$$ - $$$	['European, Hungarian']
9875	28471	None	None
9876	28473	$$ - $$$	['Reservations']
9877	28475	$$ - $$$	['Italian, Pizza, Barbecue, Gastropub']
9880	28488	$	['Dinner']
9882	28512	None	None
9885	28520	$$ - $$$	['Korean']
9886	28521	None	None
9889	28546	None	['Pizza, Cafe, Fast Food']
9892	28559	None	None
9895	28563	$$ - $$$	['Mediterranean, Spanish']
9900	28572	None	None
9903	28582	None	['Italian']
9909	28594	None	['Middle Eastern, Persian']
9912	28607	None	None
9913	28611	$$ - $$$	['Bar']
9915	28616	None	None
9920	28642	$$ - $$$	['Bar, Cafe, Deli, Healthy, Japanese sweets parlour']
9921	28647	None	['Italian, Steakhouse']
9926	28663	None	None
9939	28702	None	None
9940	28704	None	['Pub']
9943	28710	$	['Bar, Pub, European, Portuguese']
9944	28714	$$ - $$$	['Cafe']
9947	28726	None	None
9948	28728	$	['Italian, Bar, Pub']
9949	28729	$$ - $$$	['French, Cafe']
9959	28768	None	None
9963	28777	None	['European, Czech']
9965	28781	$$ - $$$	['Peruvian, South American']
9967	28791	$$ - $$$	['Dinner']
9969	28798	None	None
9972	28811	None	None
9973	28813	None	None
9974	28815	None	None
9980	28841	$$ - $$$	['Italian, Wine Bar']
9981	28843	None	['Sushi, Japanese']
9985	28859	None	['American, Fast Food, Deli']
9986	28861	None	['Cafe']
9989	28867	$$ - $$$	['Italian, Cafe']
9993	28877	$	['Italian']
9994	28878	None	None
9995	28889	$$ - $$$	['Mediterranean']
9996	28890	None	None
9998	28898	None	None
10001	28905	None	['Chinese']
10004	28920	None	None
10005	28924	$$ - $$$	['French']
10007	28926	None	None
10009	28931	None	None
10015	28943	None	None
10018	28950	None	['Chinese']
10024	28965	$$$$	['Japanese, Sushi, Asian, Grill']
10026	28971	None	None
10027	28979	None	['Italian, Bar, Pub']
10032	28986	None	None
10033	28987	None	None
10034	28988	$	['Pizza, Italian']
10035	28989	$$ - $$$	['Italian, Pizza, Mediterranean']
10036	28990	$$ - $$$	['Chinese']
10038	29001	None	None
10041	29011	None	None
10042	29016	None	None
10043	29017	$$ - $$$	['Spanish']
10045	29025	None	None
10046	29028	None	['Cafe, Deli']
10048	29030	None	['Italian, Pizza']
10049	29037	None	['European, Czech']
10054	29055	$$ - $$$	['Cafe, European']
10055	29058	$	['Breakfast, Lunch, Dinner']
10057	29060	None	None
10059	29064	None	None
10061	29070	$$ - $$$	['Vegetarian Friendly']
10065	29076	$$ - $$$	['Japanese, Sushi, Asian']
10069	29086	None	['French']
10070	29087	None	['Italian, Wine Bar']
10072	29094	$	['Pizza, Fast Food']
10074	29102	$$ - $$$	['Pizza']
10076	29109	$$ - $$$	['Mediterranean, Spanish']
10077	29111	None	None
10081	29124	$$ - $$$	['Reservations']
10082	29129	$$ - $$$	['Belgian, Pub, Gastropub, European']
10090	29147	None	['Bar, Pub']
10092	29157	$	['Fast Food']
10093	29158	None	['Spanish']
10095	29161	None	None
10097	29167	$	['Spanish']
10101	29183	None	None
10107	29200	None	None
10114	29218	None	None
10116	29223	$	['Breakfast, Lunch, Dinner']
10118	29228	$	['Japanese']
10119	29231	None	['Chinese']
10123	29236	$$ - $$$	['Spanish, Mediterranean, Venezuelan']
10124	29239	None	None
10125	29241	None	None
10126	29242	None	None
10127	29246	$	['Turkish, Middle Eastern, Fast Food, Mediterranean, Egyptian']
10129	29249	None	['Italian']
10134	29259	$	['French, Cafe']
10136	29262	None	None
10144	29279	$$ - $$$	['Fast Food']
10145	29280	$	['Spanish']
10148	29287	$$ - $$$	['French, European, Grill']
10149	29288	None	None
10151	29291	$$ - $$$	['German']
10154	29298	None	['Cafe, Fast Food']
10155	29301	$$ - $$$	['Spanish']
10156	29302	None	None
10158	29311	$$ - $$$	['American, Latin, Bar, Spanish, Pub']
10159	29316	None	['British']
10164	29338	None	['German, Barbecue']
10167	29345	None	None
10174	29360	$$ - $$$	['Spanish']
10176	29369	None	None
10181	29395	$$ - $$$	['French, European']
10185	29405	$$ - $$$	['Dinner, Breakfast, Lunch']
10187	29409	$	['Italian, Pizza']
10191	29421	$$ - $$$	['Vegetarian Friendly']
10192	29427	None	None
10193	29431	$$ - $$$	['Italian']
10198	29440	$$ - $$$	['Pub, American, Bar, Fast Food, British']
10202	29455	None	['Fast Food']
10203	29457	None	None
10207	29471	$	['German']
10209	29475	$	['Cafe']
10210	29481	None	None
10211	29482	None	['Italian, German, Cafe, Pub, Gastropub']
10213	29493	$	['Chinese, Asian']
10216	29505	None	['Cafe, British, Canadian']
10217	29507	None	['Italian, Mediterranean']
10218	29515	None	None
10219	29516	$	['Lebanese, Turkish, Middle Eastern, Fast Food']
10226	29537	None	['European, Portuguese']
10227	29541	$$ - $$$	['Pizza, Steakhouse, Mediterranean']
10229	29543	None	['Seafood']
10231	29550	None	['Bar, International, Pub, Street Food']
10232	29552	None	['Cafe']
10233	29554	None	None
10239	29563	$	['Reservations']
10240	29566	None	None
10241	29568	None	None
10242	29571	None	None
10243	29573	$	['Chinese']
10249	29589	$$ - $$$	['Breakfast, Lunch, Dinner']
10250	29590	$$ - $$$	['Italian, Bar, Pub']
10251	29591	None	None
10255	29604	None	None
10259	29613	None	None
10264	29632	$	['Fusion, Asian, Thai, Vietnamese']
10267	29638	None	['Pub']
10269	29642	None	None
10274	29653	$$ - $$$	['Spanish']
10277	29659	$$ - $$$	['Chinese']
10278	29662	None	None
10284	29681	$$ - $$$	['Pizza, Mediterranean, Italian']
10290	29697	$$ - $$$	['European, Czech']
10294	29705	$	['Italian, French, Fast Food']
10295	29706	$	['Greek, European']
10296	29712	None	None
10297	29714	None	None
10301	29722	$	['Italian']
10302	29729	$$ - $$$	['Cafe']
10303	29731	None	['American, Belgian, Barbecue, European, French']
10304	29733	$	['Lunch, Dinner']
10317	29778	None	['Spanish']
10326	29800	$	['Italian']
10327	29801	$	['Reservations, Seating, Table Service']
10329	29812	None	None
10330	29814	None	None
10337	29833	$	['Fast Food, British']
10339	29837	$$ - $$$	['French']
10342	29842	None	['European']
10346	29857	None	['Greek, Grill']
10348	29861	$$ - $$$	['Reservations']
10351	29869	$$ - $$$	['Peruvian, Latin, Spanish, South American']
10354	29882	$$ - $$$	['Fast Food']
10355	29883	$	['Pub']
10357	29890	None	None
10359	29899	None	['Swiss, European']
10366	29910	$$ - $$$	['Pizza, Italian']
10367	29913	$$ - $$$	['German, Cafe']
10368	29925	None	None
10371	29943	None	['Italian']
10372	29949	None	['International']
10374	29953	None	None
10378	29969	$$ - $$$	['Hungarian, European, Central European']
10383	29977	None	['International, Asian, Korean, Chinese, Taiwanese']
10384	29978	$$ - $$$	['Lunch, Dinner']
10388	29982	None	['European, Slovenian']
10390	29987	None	['Cafe, Italian, Wine Bar, Soups']
10391	29991	None	None
10393	29996	None	['Mediterranean']
10400	30020	$$ - $$$	['Asian']
10401	30023	None	None
10402	30024	$	['Cafe, European, Portuguese']
10403	30025	None	None
10404	30027	None	None
10406	30037	$$ - $$$	['Italian, Mediterranean, Romana, Lazio, Central-Italian']
10408	30045	$$ - $$$	['French, Seafood']
10409	30046	$$ - $$$	['Mediterranean, Spanish']
10410	30052	$	['Breakfast, Lunch, Dinner']
10411	30057	$	['Breakfast, Lunch']
10413	30061	None	None
10421	30086	$	['Chinese']
10422	30088	None	None
10425	30093	None	None
10426	30108	$	['Bar, Spanish, Pub']
10427	30111	None	['Italian']
10428	30113	None	None
10429	30114	None	None
10430	30115	$$ - $$$	['Breakfast, Lunch, Dinner']
10432	30128	$	['Vegetarian Friendly']
10438	30149	$	['Italian, Pizza, Seafood']
10443	30161	$$ - $$$	['Mediterranean, European, Spanish']
10448	30168	None	['International']
10449	30170	None	None
10451	30172	None	['European, Diner, Czech']
10455	30178	$	['Italian, Pizza']
10458	30188	None	['Pizza, Italian']
10460	30190	None	None
10461	30192	None	['Spanish']
10465	30203	$$ - $$$	['Bar, Pub']
10468	30210	None	['Turkish']
10471	30223	None	None
10479	30249	None	['Deli']
10486	30270	None	['Pizza']
10488	30274	None	None
10489	30275	None	None
10497	30300	None	['Cafe']
10499	30306	None	None
10501	30313	None	None
10503	30317	$$ - $$$	['Seafood, European, Swedish, Scandinavian']
10504	30319	None	None
10505	30323	$$ - $$$	['French, Cafe']
10506	30326	$	['Lunch']
10510	30330	$	['Cafe, Spanish']
10514	30345	$$ - $$$	['Steakhouse']
10519	30358	$$ - $$$	['German, European']
10520	30359	None	None
10526	30385	None	['Wine Bar']
10528	30387	$$ - $$$	['Cafe']
10530	30389	None	['Pizza']
10532	30398	$	['Italian']
10535	30403	None	None
10537	30412	$$$$	['American, International']
10539	30418	None	['Fast Food, British, Turkish']
10541	30426	None	None
10542	30429	$$ - $$$	['German, Brew Pub, Pub, Beer restaurants']
10545	30435	None	None
10549	30444	$$ - $$$	['Italian']
10550	30450	None	['American, Fast Food']
10555	30461	None	['Chinese, Thai']
10558	30470	None	None
10559	30473	None	None
10561	30482	None	None
10563	30487	$$ - $$$	['European, Wine Bar']
10568	30496	None	None
10573	30517	$	['Fast Food']
10574	30520	None	['Chinese, Thai, Vietnamese, Sushi']
10577	30529	None	['Bar, European, Pub, Hungarian']
10579	30535	None	None
10583	30546	None	None
10585	30551	None	None
10586	30554	None	None
10590	30571	None	None
10594	30581	$	['Cafe']
10601	30595	None	None
10603	30601	None	None
10613	30637	None	None
10620	30659	None	['French']
10625	30675	None	None
10627	30681	$$ - $$$	['Greek, Mediterranean']
10633	30706	$	['Spanish, European']
10641	30721	$	['Middle Eastern']
10643	30726	$	['Chinese']
10645	30730	None	None
10647	30755	$	['Italian']
10648	30757	$$ - $$$	['Japanese, Sushi']
10655	30775	$$ - $$$	['French']
10656	30776	$$ - $$$	['Pizza']
10660	30794	$	['Italian, Pizza']
10665	30814	None	None
10666	30815	$$ - $$$	['French, Seafood']
10668	30820	None	['Italian, Pizza']
10670	30823	$$ - $$$	['Breakfast, Lunch, Dinner']
10671	30824	$	['Dinner']
10680	30861	$$ - $$$	['Lunch, Dinner']
10681	30862	$	['Breakfast, Lunch, Dinner']
10685	30874	$	['Cafe, Healthy']
10688	30886	None	None
10691	30899	None	None
10694	30909	None	['Indian']
10695	30910	None	None
10709	30978	$$ - $$$	['Italian']
10710	30979	$$ - $$$	['Spanish']
10711	30980	$	['French, Belgian, European']
10712	30986	None	None
10715	30999	None	None
10718	31009	None	['Vegetarian Friendly']
10719	31018	None	None
10720	31020	None	None
10722	31034	$$ - $$$	['European, Italian, Mediterranean']
10726	31045	None	None
10729	31051	None	None
10731	31060	$$ - $$$	['Lunch, Brunch, Late Night, Drinks']
10733	31071	None	None
10737	31081	$	['Italian']
10745	31099	$$ - $$$	['Seating, Table Service']
10747	31107	$$ - $$$	['Breakfast, Lunch, Dinner']
10750	31114	None	['Deli']
10754	31133	None	None
10756	31136	$	['Cafe, Portuguese, European']
10757	31138	None	None
10759	31144	None	['Italian']
10761	31150	None	None
10764	31156	None	None
10766	31158	$	['European, Portuguese']
10769	31171	None	None
10770	31175	$$ - $$$	['Cafe, Deli, Healthy, Scottish']
10774	31188	None	None
10775	31190	None	['Italian, Fast Food']
10781	31205	None	['Cafe, Turkish']
10785	31215	$$ - $$$	['German, European, Central European']
10786	31221	None	['Vietnamese']
10789	31226	None	['Italian']
